P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data     6/09/2019  re-evaluated data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peakarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filename,position (mm),sample surface,validity,E-gain,E-offset,F-slope,F-offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Sb,Ba,La,Ce,Pr,Nd,Sm,Yb,Hf,Ta,Pb,Bi,Mo inc,Mo coh,Dt
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000065.spe,136.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,449416,1.82,165,408,127,261,6033,652,3389,3182,3701,418,254,2206,160653,1218,483,491,287,454,777,1231,20285,2890,3012,2033,38,112,0,0,0,26,135,0,0,250,503,1066,281716,52563,0.554
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000066.spe,137.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,444870,1.65,186,331,67,244,5744,688,3338,3274,3699,415,239,2304,145131,1422,370,731,445,393,1137,1186,21689,3130,3031,2043,35,86,21,17,7,0,164,0,0,613,378,988,283600,51813,0.553
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000067.spe,138.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,427245,1.49,164,406,178,234,6444,771,3669,3430,3994,343,268,1220,110049,1424,692,1056,457,369,750,1520,21668,2930,3248,2426,9,66,0,21,0,0,54,0,44,352,670,1137,286257,52228,0.546
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000068.spe,139.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,419953,1.38,143,370,97,256,5855,744,3405,3080,3864,330,182,832,95700,1407,524,807,206,233,766,1080,21122,3102,3067,2271,24,103,0,0,0,0,47,0,15,204,508,848,287388,52380,0.543
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000069.spe,140.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,418986,1.34,168,383,160,251,6152,785,3638,3129,4125,357,218,869,98069,1285,488,923,319,303,576,1279,21863,3114,2801,2277,90,14,0,57,0,0,12,0,0,585,393,1055,283769,52207,0.542
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000070.spe,141.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,411182,1.49,166,386,63,259,5684,786,3448,3021,4099,389,258,766,95495,1449,555,832,125,397,706,1197,22323,3602,2986,2473,71,81,0,38,88,22,151,0,0,286,352,937,284832,53292,0.538
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000071.spe,142.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,420506,1.4,235,349,71,276,5948,792,3372,3254,3778,338,120,953,94947,1356,463,642,473,432,772,1193,21795,3216,2857,2425,44,33,0,19,33,0,56,0,56,503,466,1045,285438,54024,0.543
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000072.spe,143.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,412894,1.45,249,430,157,212,6064,748,3824,3249,4153,530,196,1491,98745,1361,590,632,0,555,572,1211,21461,3232,3086,2360,48,24,0,16,18,0,33,0,90,376,464,941,284587,52839,0.538
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000073.spe,144.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,425914,1.48,135,449,113,303,6203,865,4037,3347,4519,454,257,2067,109440,1294,573,508,138,444,648,1417,23536,3131,3225,2070,71,104,0,20,0,0,16,137,28,162,449,975,284067,51910,0.544
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000074.spe,145.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,414468,1.53,218,451,67,314,5620,796,4192,3561,4906,486,319,1709,113753,1508,333,1115,0,388,630,1337,22895,3452,2956,2552,37,47,0,21,0,0,38,0,0,410,590,1074,281886,52193,0.536
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000075.spe,146.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,407142,1.42,118,524,81,268,5625,750,4486,3254,5172,519,239,1300,112058,1239,475,864,428,576,770,1051,21548,3167,2821,2443,0,35,0,63,0,0,81,0,0,348,444,898,276304,52151,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000076.spe,147.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,392223,1.53,224,472,137,274,6313,799,4191,3162,4963,484,244,753,103671,1509,460,706,384,333,674,1221,20799,3065,2485,2289,45,28,0,0,20,0,35,0,0,606,325,857,272779,51818,0.523
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000077.spe,148.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,383830,1.48,239,392,112,257,6094,717,3361,2966,3970,424,258,889,91886,1479,416,561,511,405,484,957,20710,3424,2941,2507,54,64,0,0,0,0,63,0,56,336,267,1001,276964,51991,0.52
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000078.spe,149.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,393942,1.52,202,295,107,186,5939,620,3243,2967,3828,387,222,1125,83880,1356,332,966,794,231,342,964,22340,3374,2811,2623,9,0,0,28,0,0,53,0,0,484,548,892,282117,52617,0.527
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000079.spe,150.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,407960,1.48,211,379,144,240,5448,700,3768,2961,4333,443,348,1545,98928,1349,568,529,246,476,605,1349,23381,3620,3008,2370,25,28,0,31,0,10,67,0,0,0,568,890,281105,52511,0.534
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000080.spe,151.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,408446,1.53,198,471,94,330,5802,784,3892,3214,4640,376,277,1470,99511,1328,611,308,0,390,484,1296,23673,3405,3168,2450,59,65,7,0,0,15,55,0,0,207,517,1027,280290,52385,0.535
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000081.spe,152.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,399861,1.49,145,407,102,270,5392,722,3671,2926,4089,414,303,1528,95349,1400,431,448,886,471,829,1333,21976,3771,3268,2269,13,61,0,0,23,0,44,0,94,639,160,1191,282016,52560,0.53
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000082.spe,153.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,408893,1.38,137,364,89,328,5780,749,3364,3083,3757,394,339,1379,90117,1438,456,420,400,454,309,1245,22278,3256,3044,2646,32,107,0,0,0,0,74,0,26,524,704,1113,283475,52673,0.536
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000083.spe,154.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,409156,1.4,151,379,134,249,5763,772,3232,3077,3679,391,162,1083,80658,1425,386,244,457,491,734,1283,24345,3075,2835,1917,30,71,0,0,0,0,81,0,10,519,241,971,287827,53201,0.537
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000084.spe,155.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,405463,1.44,214,254,133,224,6018,734,3081,3082,3396,366,181,1063,78363,1502,595,412,392,558,559,1239,24446,3036,2922,2154,49,74,11,0,0,0,25,0,0,293,673,1014,287984,52958,0.536
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000085.spe,156.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,403344,1.39,202,307,97,247,5413,745,2911,3113,3186,334,132,853,79103,1395,414,381,460,409,698,1104,24353,2589,2659,2520,51,35,0,59,12,0,83,0,33,499,557,960,288217,52683,0.534
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000086.spe,157.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,412909,1.52,145,298,119,293,5179,735,3127,2892,3263,265,219,896,82092,1482,532,388,10,344,361,1256,23351,2614,3110,1992,100,78,0,0,19,0,6,0,0,451,708,1278,291372,52976,0.54
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000087.spe,158.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,407368,1.44,115,278,86,256,6052,777,2840,3140,3254,332,221,918,76450,1176,536,339,305,341,504,1151,19666,2569,2780,1844,45,94,42,0,0,33,36,151,0,369,612,880,291263,52070,0.536
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000088.spe,159.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,404588,1.47,184,274,94,294,5994,821,2743,3084,3184,364,229,895,73580,1387,504,434,18,385,752,1115,20575,2495,2585,2068,63,31,0,0,0,0,21,0,0,31,416,967,289068,51924,0.536
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000089.spe,160.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,403964,1.54,101,289,138,298,6472,817,2964,3532,3449,359,221,1298,80343,1608,429,573,450,424,811,1115,20670,2302,2645,2085,54,51,28,0,0,0,131,0,8,700,368,1062,287947,52180,0.533
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000090.spe,161.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,404663,1.6,110,297,80,296,5840,766,3386,3035,4299,381,152,3646,90957,1295,563,470,0,333,783,1122,21340,2459,2639,2180,76,0,0,27,0,0,25,0,0,291,195,940,285452,51598,0.533
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000091.spe,162.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,402348,1.52,135,382,121,274,6020,898,3299,3351,3607,424,262,2821,85234,1441,549,407,236,413,1044,1339,22546,2716,3065,2232,55,70,0,0,0,0,66,0,13,536,325,1003,282965,52357,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000092.spe,163.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,400043,1.73,210,348,98,315,6266,855,3457,3348,4070,450,222,1743,94314,1448,480,370,1026,428,796,1212,24203,3351,3019,2263,80,98,0,0,0,0,34,0,0,774,383,776,279491,52168,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000093.spe,164.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,401978,1.67,179,372,98,296,6156,852,3887,3049,4396,440,124,1882,97507,1411,561,357,0,400,634,1331,24975,3031,2978,2393,118,20,0,20,0,0,0,0,0,242,381,1119,280283,51860,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000094.spe,165.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,405055,1.7,107,327,110,209,6089,765,3383,2857,4031,392,169,2708,93274,1405,452,358,600,418,749,1042,25650,3475,2996,2588,80,0,0,28,0,0,6,0,0,470,454,869,283031,52414,0.532
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000095.spe,166.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,411050,1.55,120,351,161,241,5957,781,3459,3150,4176,448,156,2028,98439,1387,568,361,885,370,785,1426,23918,3110,2728,2386,13,36,0,0,0,0,0,0,30,792,509,1046,285229,52732,0.536
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000096.spe,167.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,404128,1.7,174,344,82,291,5697,872,3506,3402,4103,503,132,1405,100048,1507,565,385,192,494,912,1163,22741,2962,2800,2277,9,0,0,40,24,0,0,0,0,400,635,894,284790,52211,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000097.spe,168.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,406658,1.69,191,313,125,330,5883,796,3703,3343,4183,482,171,2004,101601,1334,481,386,222,364,821,1228,22400,2830,2952,2030,40,75,0,0,5,0,0,0,0,591,452,1040,285311,51673,0.532
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000098.spe,169.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,409818,1.53,165,390,103,278,5992,868,3562,3235,3980,500,125,1278,109749,1437,557,430,0,367,573,1171,22546,3079,2811,2142,33,12,0,0,0,0,65,0,0,76,800,893,282605,51545,0.534
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000099.spe,170.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,409291,1.67,187,376,82,317,6051,842,3326,3358,3763,342,134,1505,100562,1448,480,486,433,393,882,1270,23020,3010,2894,2377,79,0,0,0,67,0,23,0,0,655,750,1003,283154,52037,0.534
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000100.spe,171.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,403364,1.67,125,376,70,377,6111,854,3408,3557,3746,478,171,1609,101304,1421,350,525,616,601,1118,1154,22485,3131,2872,2167,20,0,0,19,0,0,0,0,16,750,477,832,282062,51938,0.53
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000101.spe,172.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,415252,1.56,193,323,151,306,6192,813,3736,2919,4318,488,265,1407,112699,1417,534,538,568,442,790,1162,24470,3148,2714,2340,14,59,0,0,0,0,95,0,0,362,337,818,282808,52488,0.537
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000102.spe,173.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,405655,1.56,173,317,95,284,6072,868,3498,2998,4098,540,193,859,108811,1421,535,321,289,387,848,1220,24677,3097,2820,2320,46,15,0,0,0,23,58,0,5,230,477,960,278137,50945,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000103.spe,174.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,407234,1.59,138,323,70,331,6544,853,3261,2962,3570,457,174,1131,103139,1358,534,346,293,283,634,1182,24873,2925,2623,2295,31,54,0,0,7,0,0,0,0,244,617,893,279123,53081,0.532
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000104.spe,175.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,405259,1.57,173,368,77,293,6452,875,3250,3336,3672,465,184,1402,102271,1464,758,216,0,506,367,1235,23881,3239,2852,2446,59,12,0,0,0,0,40,0,0,0,833,1004,279701,52368,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000105.spe,176.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,404846,1.55,157,348,72,238,6212,860,3417,3175,3867,551,242,687,113432,1399,402,413,163,416,641,1061,22748,3016,2830,2334,28,71,0,0,0,34,60,0,34,239,492,858,278044,51786,0.53
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000106.spe,177.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,406895,1.6,211,406,120,433,5823,904,3760,3268,4226,450,281,471,131612,1413,610,427,570,393,1096,1142,21204,3254,3113,2347,56,16,0,43,6,0,43,0,0,449,525,873,276429,51419,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000107.spe,178.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,396860,1.62,231,374,170,361,5711,918,2860,3225,2958,240,155,526,102974,1381,479,213,0,253,1162,1187,19330,2487,2703,2158,13,0,0,13,0,0,83,0,0,444,418,1074,281219,51291,0.526
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000108.spe,179.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,392214,1.66,242,398,144,288,6072,872,3639,3062,3957,348,237,504,112779,1572,446,297,0,183,884,1100,20715,2795,2771,2245,27,0,0,10,0,0,20,0,16,312,378,906,275334,51240,0.522
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000109.spe,180.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,405436,1.41,219,356,169,327,5872,882,3934,4053,4529,485,276,401,132845,1379,472,276,245,467,810,1023,22015,3120,3117,2668,0,49,0,0,0,0,38,0,0,292,250,853,273694,52007,0.528
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000110.spe,181.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,411844,1.62,172,394,142,301,6161,834,4002,3899,4646,447,243,407,138835,1266,366,426,822,411,464,1141,22984,3274,3149,2511,28,81,0,0,13,0,64,0,78,626,559,876,272688,51911,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000111.spe,182.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,410353,1.58,153,380,97,257,6205,830,3774,3366,4657,462,262,469,132223,1409,475,232,48,510,659,1070,25020,2980,2770,2877,10,42,0,8,0,9,74,0,0,259,656,996,274702,51882,0.53
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000112.spe,183.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,400178,1.69,129,449,115,307,5945,894,3974,3259,4544,447,234,419,130066,1474,446,371,451,299,571,1041,24288,3302,2630,2541,41,70,0,40,5,0,76,0,0,547,515,883,271445,51003,0.524
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000113.spe,184.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,399085,1.58,147,382,114,249,6025,900,3506,3109,4100,479,160,448,126075,1314,426,292,358,365,972,1245,24942,3519,2795,2878,0,40,0,0,25,0,45,0,0,421,282,791,270444,51497,0.524
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000114.spe,185.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,404686,1.56,171,344,177,263,6447,946,3468,2869,4436,475,259,369,135251,1458,540,278,726,344,954,1265,25016,3039,2723,2499,24,10,0,0,21,0,105,0,0,506,423,778,271089,51245,0.526
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000115.spe,186.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,410795,1.67,178,365,126,408,5944,938,3410,2732,4297,421,310,690,158797,1584,436,371,158,318,1012,1185,22528,3140,2885,2831,49,59,52,0,0,0,124,0,0,293,348,784,270022,51393,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000116.spe,187.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,409770,1.47,159,334,96,291,5922,922,3139,3575,3615,329,240,597,131022,1546,393,154,49,530,1470,1030,24054,2959,2764,2485,0,95,0,0,0,0,119,0,0,483,224,849,275269,51931,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000117.spe,188.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,398072,1.6,130,285,144,394,6177,1062,2895,3376,3272,433,204,396,119196,1383,472,309,535,398,2051,1251,18999,2557,2871,1671,49,30,0,0,0,20,15,0,0,525,278,808,274550,50931,0.525
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000118.spe,189.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,389816,1.49,124,230,79,419,5869,1000,2746,2712,3084,373,202,367,120757,1409,480,140,294,346,1619,963,19163,3217,3176,1954,49,69,0,0,0,14,64,0,0,438,473,729,276853,51269,0.519
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000119.spe,190.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,425629,1.58,185,339,111,458,6148,796,3619,2755,4550,292,299,452,171285,1382,337,373,178,631,993,1148,22707,2974,2820,2496,0,0,0,70,30,33,138,0,0,401,807,923,273527,50823,0.537
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000120.spe,191.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,411226,1.45,240,254,179,293,6549,905,3198,2982,3712,463,280,479,129746,1378,525,329,364,470,843,1117,22140,3261,2387,1981,42,16,0,0,0,0,132,0,127,393,356,736,278781,51769,0.533
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000121.spe,192.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,413626,1.64,150,336,132,282,5991,871,3392,2563,4663,375,238,584,132852,1293,500,196,0,418,725,1172,23858,3149,2645,2088,55,0,0,31,32,0,118,0,0,237,320,805,276854,51515,0.534
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000122.spe,193.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,409162,1.61,206,311,120,272,6429,856,3153,2776,3556,419,302,566,123443,1318,464,189,665,264,875,1463,22876,2488,2549,2176,78,92,0,0,5,0,87,0,0,482,338,915,278538,51113,0.532
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000123.spe,194.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,406386,1.55,185,311,122,304,6306,899,3055,2702,3522,364,170,459,121497,1384,412,258,684,375,834,1124,21547,3115,2408,2132,62,9,0,0,0,0,42,0,61,287,77,904,278342,51543,0.531
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000124.spe,195.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,404133,1.5,160,271,88,290,6223,936,2864,2866,3172,394,285,325,112584,1227,378,118,0,332,793,1179,21770,2817,2449,2182,0,92,0,0,0,0,74,0,0,341,320,687,279681,51686,0.53
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000125.spe,196.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,401652,1.64,103,356,44,301,7129,830,3103,3080,3764,473,288,544,118040,1327,532,308,0,405,835,1030,20780,2982,2536,2186,0,0,0,0,13,0,59,0,28,0,417,853,278065,51877,0.528
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000126.spe,197.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,406119,1.61,210,370,125,284,7994,944,3253,3241,3853,457,187,560,133943,1324,421,432,794,111,1010,1231,21415,3264,2689,2373,59,17,0,0,16,0,111,0,65,808,315,988,275092,51306,0.528
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000127.spe,198.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,400233,1.55,187,318,125,315,6014,898,3498,2814,4195,470,220,604,132751,1474,290,216,270,292,911,1217,21251,3298,2596,1769,64,20,0,31,0,0,71,0,0,447,213,945,274863,51477,0.525
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000128.spe,199.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,382367,1.44,185,372,96,300,5771,957,3921,2817,4357,556,201,646,128620,1363,602,410,128,375,729,1275,19803,3046,2716,2294,7,54,0,0,23,0,76,0,0,129,337,878,269115,51141,0.513
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000129.spe,200.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,385629,1.52,175,368,100,241,5754,904,3336,2675,3874,470,297,562,124931,1301,268,233,188,308,835,1072,19164,3343,2694,2417,25,67,0,0,0,0,87,0,28,541,138,708,272326,52080,0.517
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000130.spe,201.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,399194,1.56,90,361,100,294,5854,946,3943,3031,4775,492,334,682,126242,1335,422,271,213,58,747,1263,20413,3158,2686,2395,60,13,0,17,0,0,73,0,13,552,620,614,276350,51268,0.524
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000131.spe,202.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,396824,1.64,232,432,140,266,6180,923,3760,3051,4589,455,273,558,130288,1333,399,207,609,380,503,1020,20497,2880,2696,2369,66,7,0,0,24,0,42,0,0,341,563,846,272493,51240,0.522
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000132.spe,203.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,384807,1.52,207,365,112,258,5967,1040,3868,5796,5073,449,209,593,125078,1289,444,346,277,461,813,1050,20718,3586,2739,2308,76,93,0,0,4,8,20,0,0,506,462,727,268592,50086,0.513
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000133.spe,204.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,376383,1.48,173,477,138,264,5390,983,4634,2760,5142,304,294,401,131238,1300,426,308,249,397,760,1097,18161,3835,2780,2532,0,53,0,70,19,0,125,0,0,311,471,810,260906,51652,0.508
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000134.spe,205.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,386482,1.48,241,554,187,317,5854,969,5035,3025,5785,422,305,537,150480,1327,546,381,0,339,874,1288,17004,3719,2734,3239,23,99,0,28,16,0,74,0,0,88,344,682,258659,51292,0.512
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000135.spe,206.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,368340,1.37,211,510,174,330,5780,1068,4583,2827,4716,308,345,507,134002,1433,458,613,21,529,952,1094,14746,4353,2724,3376,6,64,8,66,0,54,83,0,53,375,136,682,256916,51032,0.502
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000136.spe,207.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,384964,1.37,218,647,110,240,5534,952,5806,3152,6431,450,422,591,155644,1318,597,468,52,365,556,1127,15985,4023,2851,3019,9,110,0,0,0,0,123,0,0,260,571,762,257014,51826,0.51
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000137.spe,208.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,384411,1.53,233,634,153,362,5809,878,5540,2771,6313,466,296,561,147728,1403,542,517,640,350,805,966,17218,3987,2964,3082,19,96,0,0,7,16,77,0,66,126,212,763,257900,51330,0.512
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000138.spe,209.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,382377,1.48,218,485,129,248,5742,1039,5087,2774,6075,393,364,618,146427,1345,475,459,332,380,589,769,17322,4467,2969,2856,0,0,0,92,8,0,67,0,0,316,406,658,259009,52550,0.509
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000139.spe,210.15,NaN,1,0.010509,-0.018814,0.009111,0.078997,384692,1.49,176,610,191,297,5851,1053,5366,3034,6097,345,409,542,138118,1292,446,391,748,155,876,1128,17067,4373,2769,2831,43,14,0,60,43,22,50,0,0,473,204,776,263370,52268,0.512
